IN,year,hqcity,hqregion,founded,links,issue,weighted,unanimity,ppp,agreements,monitoring,capacity,design,implementation,financial,csterms_acc_log,csterms_eval_log,csterms_redress_log,csterms_invest_log,csterms_part_log,csterms_trans_log,info_pol,info_pres,info_def,info_time,info_app,part_govrange,part_advrange,part_conrange,eval_unit,eval_ind,eval_disc,eval_res,eval_mon,red_mech,red_ind,red_conf,red_retal,red_mon,inv_mech,inv_ind,inv_con,inv_retal,invest_mon,trans,eval,redress,invest,part,msa_comp,political,social,economic,wave,expenditures,income,contributions
EDF,2002,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0,0,0,0,2.708050201,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,5,3,4,4,0,16,0,0,1,edf,1942.742366,1856.705614,1787.477749
EDF,2003,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.098612289,1.098612289,0.693147181,0,3.970291914,1.386294361,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,5,3,4,4,0,16,0,0,1,edf,3063.159384,2653.251223,2642.540435
EDF,2004,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0,0,0,0,4.007333185,1.098612289,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,3451.134116,3342.592564,3248.80292
EDF,2005,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.098612289,0,0,0.693147181,3.135494216,0.693147181,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,3019.902206,2633.10562,2604.335626
EDF,2006,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0.693147181,0.693147181,0.693147181,0.693147181,1.945910149,1.609437912,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,3902.498565,3377.041176,3332.941867
EDF,2007,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0.693147181,1.386294361,0,0,2.079441542,1.945910149,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,4780.988404,4242.056814,4214.797785
EDF,2008,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0.693147181,0,0,0,1.609437912,1.609437912,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,4267.701891,4257.094512,4207.231482
EDF,2009,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.098612289,0,0,1.386294361,0.693147181,1.098612289,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,4577.376238,4865.523004,4725.033536
EDF,2010,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0.693147181,1.609437912,0,0,0.693147181,1.609437912,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,4020.573,4985.51052,4670.565635
EDF,2011,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.945910149,1.609437912,0,2.302585093,3.295836866,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,0,18,0,0,1,edf,3624.6323,4333.4896,4205.1955
EDF,2012,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,2.197224577,1.098612289,0,0.693147181,1.791759469,1.791759469,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1,19,0,0,1,edf,4147.88842,3624.458127,3460.968564
EDF,2013,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.098612289,1.386294361,0,1.098612289,1.609437912,2.197224577,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,4400.099562,4273.359061,4103.912522
EDF,2014,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,2.302585093,1.791759469,0,0.693147181,2.302585093,1.945910149,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,4446.877493,3970.945343,3795.346967
EDF,2015,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,2.302585093,1.098612289,0,1.386294361,1.945910149,2.397895273,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,3577.260069,3669.625533,3517.494181
EDF,2016,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.098612289,0.693147181,0,1.791759469,1.098612289,0,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,3310.39423,3707.094365,3630.27975
EDF,2017,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,1.791759469,0.693147181,0.693147181,1.945910149,1.791759469,2.708050201,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,4684.259252,4723.854681,4619.466732
EDF,2018,brussels,europe,1959,WB IMF UNIDO,development,1,0,0,0,0,0,1,0,1,0.693147181,1.386294361,0,1.386294361,1.945910149,0.693147181,1,1,1,1,1,0.5,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1.5,19.5,0,0,1,edf,4786.098416,4937.310716,4868.577853
EFW,2008,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,,,
EFW,2009,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,81.462132,161.430827,160.232937
EFW,2010,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,83.9465,36.023233,35.739003
EFW,2011,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,68.937309,49.173053,48.833448
EFW,2012,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,47.795838,35.88951,35.79654
EFW,2013,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0.693147181,0,0,0,0,0.693147181,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,0.279148,0.001097,0
EFW,2014,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,0,0,0
EFW,2015,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,0,0,0
EFW,2016,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,3,0,8,1,0,0,mfw,0,0,0
EFW,2017,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,0,3,0,9,1,0,0,mfw,0,0,0
EFW,2018,new york,americas,2008,0,development,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,3,0,3,0,10,1,0,0,mfw,0,0,0
FAO,1945,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,pwun,,,
FAO,1946,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,pwun,,,
FAO,1947,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1948,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1949,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1950,washington,americas,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1951,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1952,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1953,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1954,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1955,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1956,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1957,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1958,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1959,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1960,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1961,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1962,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1963,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1964,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1965,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1966,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,pwun,,,
FAO,1967,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,1,pwun,,,
FAO,1968,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1969,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1970,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1971,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1972,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1973,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1974,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1975,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1976,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1977,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1978,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1979,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1980,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1981,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1982,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1983,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1984,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1985,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1986,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1987,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
FAO,1988,rome,europe,1945,UNEP UNDP UNESCO UNFPA WHO WFP WTO GCDT ILO UNCTAD UNICEF UNIDO COMSEC IOM WB IFAD UNCDF CGIAR UNHCR IFRC ICRC,agriculture health,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,2.5,0,0,1,pwun,,,
